SNo,Name,TotalDiscount,BasicAmount,ServiceCharge,Vat,NetAmount,PaymentModeID,BillDate
72,Restaurant1,704,12026,1202.6,1719.71,14948.31,3,2018-07-29
73,Restaurant1,268,19837,1983.69,2836.69,24657.36,1,2018-07-30
74,Restaurant1,390,17225,1722.5,2463.18,21410.67,3,2018-07-30
75,Restaurant1,2793,25297,2529.7,3617.47,31444.17,4,2018-07-30
76,Restaurant1,326.25,27253.75,2725.38,3897.3,33876.39,1,2018-07-31
77,Restaurant1,2669.75,34630.25,3463.02,4952.14,43045.39,3,2018-07-31
78,Restaurant1,175.5,38314.5,3831.45,5478.98,47624.92,4,2018-07-31
79,Restaurant1,1382.25,18007.75,1800.77,2575.1,22383.62,1,2018-08-01
80,Restaurant1,1759.5,18047.5,1804.75,2580.79,22433.04,3,2018-08-01
81,Restaurant1,2735.3,48064.7,4806.47,6873.24,59744.41,1,2018-08-02
82,Restaurant1,1140,11825,1182.5,1690.97,14698.47,3,2018-08-02
83,Restaurant1,147,4918,491.8,703.27,6113.07,4,2018-08-02
84,Restaurant1,6106,85049,8504.9,12162.03,105715.86,1,2018-08-03
85,Restaurant1,205.8,8134.2,813.42,1163.2,10110.8,3,2018-08-03
86,Restaurant1,1294,33376,3337.6,4772.78,41486.35,1,2018-08-04
87,Restaurant1,589,11666,1166.6,1668.24,14500.83,3,2018-08-04
88,Restaurant1,0,65825.12,6582.51,9412.99,81820.62,4,2018-08-04
89,Restaurant1,1397,24338,2433.8,3480.35,30252.12,1,2018-08-05
90,Restaurant1,296.5,2668.5,266.85,381.6,3316.95,3,2018-08-05
91,Restaurant1,636,16294,1629.4,2330.03,20253.43,1,2018-08-06
92,Restaurant1,657,5913,591.3,845.56,7349.86,3,2018-08-06
93,Restaurant1,60,440,44,62.92,546.92,4,2018-08-06
94,Restaurant1,710.1,34869.9,3486.99,4986.4,43343.27,1,2018-08-07
95,Restaurant1,920,12440,1244,1778.92,15462.91,3,2018-08-07
96,Restaurant1,657.5,5917.5,591.75,846.2,7355.45,4,2018-08-07
97,Restaurant1,3004.75,99726.25,9972.62,14260.84,123959.69,1,2018-08-08
98,Restaurant1,0,7585,758.5,1084.66,9428.15,3,2018-08-08
99,Restaurant1,15,85,8.5,12.15,105.65,4,2018-08-08
100,Restaurant1,697,18988,1898.8,2715.29,23602.06,1,2018-08-09
101,Restaurant1,280.2,6104.8,610.48,872.99,7588.27,3,2018-08-09
102,Restaurant1,717.2,8354.8,835.48,1194.74,10385.02,4,2018-08-09
103,Restaurant1,2688.3,72666.7,7266.67,10391.36,90324.68,1,2018-08-10
104,Restaurant1,1220,15960,1596,2282.29,19838.27,3,2018-08-10
105,Restaurant1,1474,4711,471.1,673.67,5855.77,4,2018-08-10
106,Restaurant1,0,935,93.5,133.7,1162.2,1,2018-08-11
107,Restaurant1,1220,250791,25079.1,35863.12,311733.22,4,2018-08-11
108,Restaurant1,3986.2,53628.8,5362.88,7668.89,66660.57,1,2018-08-12
109,Restaurant1,707,8358,835.8,1195.2,10388.99,3,2018-08-12
110,Restaurant1,267,7813,781.31,1117.26,9711.57,1,2018-08-13
111,Restaurant1,545,4905,490.5,701.42,6096.92,3,2018-08-13
112,Restaurant1,922,23138,2313.8,3308.73,28760.52,1,2018-08-14
113,Restaurant1,0,2810,281,401.83,3492.82,3,2018-08-14
114,Restaurant1,1701.6,12478.4,1247.84,1784.4,15510.64,4,2018-08-14
115,Restaurant1,0,1100,110,157.29,1367.29,1,2018-08-15
116,Restaurant1,0,250,25,35.75,310.75,3,2018-08-15
117,Restaurant1,1294.9,23050.1,2305.01,3296.16,28651.26,1,2018-08-16
118,Restaurant1,493,5917,591.7,846.13,7354.83,3,2018-08-16
119,Restaurant1,0,154940,15494,22156.42,192590.42,4,2018-08-16
120,Restaurant1,745.75,15354.25,1535.43,2195.65,19085.32,1,2018-08-17
121,Restaurant1,3639.5,70066.5,7006.65,10019.51,87092.65,3,2018-08-17
122,Restaurant1,0,138882,13888.2,19860.13,172630.32,4,2018-08-17
123,Restaurant1,2182,37183,3718.3,5317.15,46218.44,1,2018-08-18
124,Restaurant1,2040.25,37169.75,3716.98,5315.26,46201.99,3,2018-08-18
125,Restaurant1,0,5000,500,715,6215,4,2018-08-18
126,Restaurant1,2713,30397,3039.7,4346.76,37783.46,1,2018-08-19
127,Restaurant1,1606.5,14458.5,1445.85,2067.57,17971.92,3,2018-08-19
128,Restaurant1,185.25,27439.75,2743.98,3923.89,34107.62,4,2018-08-19
129,Restaurant1,1118.25,16646.75,1664.68,2380.5,20691.92,1,2018-08-20
130,Restaurant1,1316.4,9653.6,965.36,1380.46,11999.42,3,2018-08-20
131,Restaurant1,247.5,1402.5,140.25,200.56,1743.31,4,2018-08-20
132,Restaurant1,5277.35,50092.65,5009.26,7163.25,62265.15,1,2018-08-21
133,Restaurant1,0,7465,746.5,1067.49,9278.99,3,2018-08-21
134,Restaurant1,426,3474,347.4,496.78,4318.18,4,2018-08-21
135,Restaurant1,1511,20664,2066.4,2954.94,25685.34,1,2018-08-22
136,Restaurant1,133.5,3436.5,343.65,491.42,4271.57,3,2018-08-22
137,Restaurant1,729.45,5305.55,530.56,758.69,6594.8,4,2018-08-22
138,Restaurant1,0,6910,691,988.14,8589.12,1,2018-08-23
139,Restaurant1,0,1620,162,231.66,2013.66,4,2018-08-23
140,Restaurant1,5732.4,39247.6,3924.76,5612.37,48784.73,1,2018-08-24
141,Restaurant1,4738,56787,5678.7,8120.55,70586.23,3,2018-08-24
142,Restaurant1,3133.8,12736.2,1273.62,1821.28,15831.09,4,2018-08-24
143,Restaurant1,1063.25,32446.75,3244.67,4639.88,40331.28,1,2018-08-25
144,Restaurant1,3454,35686,3568.6,5103.1,44357.7,3,2018-08-25
145,Restaurant1,174,99328,9932.8,14203.9,123464.7,4,2018-08-25
146,Restaurant1,1633.75,15446.25,1544.63,2208.82,19199.7,1,2018-08-26
147,Restaurant1,1785.5,17214.5,1721.45,2461.68,21397.62,3,2018-08-26
148,Restaurant1,2064.75,30750.25,3075.03,4397.29,38222.55,1,2018-08-27
149,Restaurant1,5145.75,134955.25,13495.53,19298.58,167749.36,3,2018-08-27
150,Restaurant1,202.5,1147.5,114.75,164.09,1426.34,4,2018-08-27
151,Restaurant1,728,9517,951.7,1360.93,11829.63,1,2018-08-28
152,Restaurant1,314,3926,392.6,561.42,4880.02,3,2018-08-28
153,Restaurant1,54,396,39.6,56.63,492.23,4,2018-08-28
154,Restaurant1,900.5,16914.5,1691.46,2418.76,21024.72,1,2018-08-29
155,Restaurant1,851,80450,8045,11504.35,99999.35,3,2018-08-29
156,Restaurant1,1114,10026,1002.6,1433.72,12462.32,4,2018-08-29
157,Restaurant1,4005.25,41979.75,4197.98,6003.1,52180.83,1,2018-08-30
158,Restaurant1,0,8585,858.5,1227.66,10671.16,3,2018-08-30
159,Restaurant1,0,3360,336,480.48,4176.48,4,2018-08-30
160,Restaurant1,1372.25,14052.25,1405.22,2009.47,17466.94,1,2018-08-31
161,Restaurant1,897.5,13842.5,1384.25,1979.48,17206.23,3,2018-08-31
162,Restaurant1,363,145012,14501.2,20736.72,180249.92,4,2018-08-31
163,Restaurant1,2175.25,26879.75,2687.97,3843.81,33411.53,1,2018-09-01
164,Restaurant1,1490.5,23599.5,2359.94,3374.73,29334.17,3,2018-09-01
165,Restaurant1,26.25,7813.75,781.38,1117.37,9712.5,4,2018-09-01
166,Restaurant1,1283.2,20636.8,2063.69,2951.06,25651.55,1,2018-09-02
167,Restaurant1,26.25,148.75,14.88,21.27,184.9,4,2018-09-02
168,Restaurant1,244.25,4060.75,406.08,580.69,5047.52,1,2018-09-03
169,Restaurant1,447,8658,865.8,1238.09,10761.89,3,2018-09-03
170,Restaurant1,671.25,3803.75,380.38,543.94,4728.07,4,2018-09-03
171,Restaurant1,1319.25,16020.75,1602.08,2290.97,19913.8,1,2018-09-04
172,Restaurant1,1371,19539,1953.9,2794.08,24286.98,3,2018-09-04
173,Restaurant1,26.25,148.75,14.88,21.27,184.9,4,2018-09-04
174,Restaurant1,253.5,13806.5,1380.65,1974.33,17161.48,1,2018-09-05
175,Restaurant1,331.5,20248.5,2024.85,2895.54,25168.89,3,2018-09-05
176,Restaurant1,88.05,601.95,60.2,86.08,748.23,4,2018-09-05
177,Restaurant1,3242,47498,4749.8,6792.23,59040.03,1,2018-09-06
178,Restaurant1,214.5,7165.5,716.55,1024.66,8906.71,3,2018-09-06
179,Restaurant1,276.75,1568.25,156.83,224.26,1949.34,4,2018-09-06
180,Restaurant1,2654.5,55900.5,5590.05,7993.77,69484.32,1,2018-09-07
181,Restaurant1,0,1115,111.5,159.44,1385.94,3,2018-09-07
182,Restaurant1,2790.75,9354.25,935.43,1337.66,11627.34,4,2018-09-07
183,Restaurant1,4123.4,58649.6,5864.96,8386.91,72901.47,1,2018-09-08
184,Restaurant1,1387,28648,2864.8,4096.69,35609.49,3,2018-09-08
185,Restaurant1,687,8893,889.3,1271.7,11054,4,2018-09-08
186,Restaurant1,5988,52762,5276.2,7544.99,65583.19,1,2018-09-09
187,Restaurant1,0,1745,174.5,249.53,2169.03,3,2018-09-09
188,Restaurant1,6390.8,52037.2,5203.72,7441.33,64682.25,1,2018-09-10
189,Restaurant1,94,546,54.6,78.08,678.68,3,2018-09-10
190,Restaurant1,7830.75,48199.25,4819.92,6892.48,59911.65,4,2018-09-10
191,Restaurant1,881.25,19779.75,1977.98,2828.51,24586.24,1,2018-09-11
192,Restaurant1,1503.64,52992.76,5299.28,7577.97,65870.01,1,2018-09-12
193,Restaurant1,552.75,5372.25,537.23,768.23,6677.71,3,2018-09-12
194,Restaurant1,1192.5,10732.5,1073.25,1534.75,13340.5,4,2018-09-12
195,Restaurant1,0,14035,1403.5,2007.01,17445.51,1,2018-09-13
196,Restaurant1,597.5,3892.5,389.25,556.63,4838.38,3,2018-09-13
197,Restaurant1,0,3360,336,480.48,4176.48,4,2018-09-13
198,Restaurant1,6238.7,55576.3,5557.63,7947.41,69081.34,1,2018-09-14
199,Restaurant1,52.5,90195.5,9019.55,12897.96,112113.01,4,2018-09-14
200,Restaurant1,0,8105,810.5,1159.01,10074.51,1,2018-09-16
201,Restaurant1,0,7375,737.5,1054.64,9167.14,3,2018-09-16
202,Restaurant1,1998,165292,16529.2,23636.75,205457.95,4,2018-09-16
203,Restaurant1,724.25,14705.75,1470.58,2102.93,18279.26,1,2018-09-17
204,Restaurant1,622.25,11757.75,1175.78,1681.35,14614.88,3,2018-09-17
205,Restaurant1,468,4652,465.2,665.24,5782.44,4,2018-09-17
206,Restaurant1,672,21528,2152.8,3078.51,26759.31,1,2018-09-18
207,Restaurant1,1058.29,8346.71,834.68,1193.59,10374.98,3,2018-09-18
208,Restaurant1,0,1215,121.5,173.75,1510.25,4,2018-09-18
209,Restaurant1,768,15976,1597.6,2284.57,19858.17,1,2018-09-19
210,Restaurant1,1803.75,20636.25,2063.62,2950.97,25650.84,3,2018-09-19
211,Restaurant1,732.3,98196.7,9819.67,14042.13,122058.5,4,2018-09-19
212,Restaurant1,436.5,6298.5,629.85,900.69,7829.04,1,2018-09-20
213,Restaurant1,2017,21948,2194.8,3138.57,27281.37,3,2018-09-20
214,Restaurant1,0,6360,636,909.48,7905.48,4,2018-09-20
215,Restaurant1,4044.9,36360.1,3636.01,5199.5,45195.61,1,2018-09-21
216,Restaurant1,359.5,4690.5,469.05,670.74,5830.29,3,2018-09-21
217,Restaurant1,4350.7,31266.3,3126.63,4471.08,38864.01,4,2018-09-21
218,Restaurant1,1022.25,26127.75,2612.78,3736.29,32476.82,1,2018-09-22
219,Restaurant1,549.5,63238.5,6323.85,9043.11,78605.46,3,2018-09-22
220,Restaurant1,0,5000,500,715,6215,4,2018-09-22
221,Restaurant1,4552.8,39972.2,3997.22,5716.04,49685.46,1,2018-09-23
222,Restaurant1,3707.5,36997.5,3699.75,5290.66,45987.91,3,2018-09-23
223,Restaurant1,436.25,1788.75,178.88,255.79,2223.42,4,2018-09-23
224,Restaurant1,1083.75,14241.25,1424.12,2036.51,17701.88,1,2018-09-24
225,Restaurant1,265,6360,636,909.47,7905.47,3,2018-09-24
226,Restaurant1,334.25,5455.75,545.58,780.18,6781.51,1,2018-09-25
227,Restaurant1,1217.5,10957.5,1095.75,1566.92,13620.17,3,2018-09-25
228,Restaurant1,0,63568,6356.8,9090.22,79015.02,4,2018-09-25
229,Restaurant1,378.5,7721.5,772.15,1104.19,9597.84,1,2018-09-26
230,Restaurant1,113.25,2151.75,215.18,307.7,2674.63,3,2018-09-26
231,Restaurant1,820.5,4649.5,464.95,664.88,5779.33,4,2018-09-26
232,Restaurant1,592.5,12002.5,1200.25,1716.35,14919.1,1,2018-09-27
233,Restaurant1,5007,45063,4506.3,6444.02,56013.32,3,2018-09-27
234,Restaurant1,0,8160,816,1166.88,10142.88,4,2018-09-27
235,Restaurant1,1638.5,29971.5,2997.15,4285.94,37254.59,1,2018-09-28
236,Restaurant1,4552,46993,4699.29,6719.99,58412.28,3,2018-09-28
237,Restaurant1,52.5,33374.5,3337.45,4772.55,41484.5,4,2018-09-28
238,Restaurant1,4713.5,41956.5,4195.65,5999.79,52151.94,1,2018-09-29
239,Restaurant1,166.5,5978.5,597.85,854.93,7431.28,3,2018-09-29
240,Restaurant1,5180,169997,16999.7,24309.58,211306.28,4,2018-09-29
241,Restaurant1,614.5,8302.5,830.25,1187.27,10320.02,1,2018-09-30
242,Restaurant1,963,14392,1439.2,2058.06,17889.26,3,2018-09-30
243,Restaurant1,26.25,66730.47,6673.05,9542.46,82945.98,4,2018-09-30
244,Restaurant1,7080.5,52509.5,5250.95,7508.88,65269.33,1,2018-10-01
245,Restaurant1,906,3624,362.4,518.23,4504.63,3,2018-10-01
246,Restaurant1,60,136940,13694,19582.42,170216.42,4,2018-10-01
247,Restaurant1,2274.75,29245.25,2924.53,4182.07,36351.85,1,2018-10-02
248,Restaurant1,62.5,562.5,56.25,80.44,699.19,3,2018-10-02
249,Restaurant1,26.25,148.75,14.88,21.27,184.9,4,2018-10-02
250,Restaurant1,3941.1,40913.9,4091.39,5850.69,50855.98,1,2018-10-03
251,Restaurant1,144,9186,918.6,1313.61,11418.21,3,2018-10-03
252,Restaurant1,1737.75,9847.25,984.73,1408.16,12240.14,4,2018-10-03
253,Restaurant1,144.5,4075.5,407.55,582.81,5065.86,1,2018-10-04
254,Restaurant1,266,11159,1115.9,1595.73,13870.63,3,2018-10-04
255,Restaurant1,0,3840,384,549.12,4773.12,4,2018-10-04
256,Restaurant1,5661.2,46963.8,4696.38,6715.84,58376.02,1,2018-10-05
257,Restaurant1,743.5,3316.5,331.65,474.26,4122.41,3,2018-10-05
258,Restaurant1,4890.6,38064.4,3806.44,5443.21,47314.05,4,2018-10-05
259,Restaurant1,6993.4,70628.6,7062.86,10099.91,87791.37,1,2018-10-06
260,Restaurant1,1354,14741,1474.1,2107.98,18323.08,3,2018-10-06
261,Restaurant1,1020.6,92694.4,9269.44,13255.3,115219.14,4,2018-10-06
262,Restaurant1,1979.25,24860.75,2486.08,3555.1,30901.93,1,2018-10-07
263,Restaurant1,467.25,5117.75,511.78,731.84,6361.37,3,2018-10-07
264,Restaurant1,9.6,70.4,7.04,10.07,87.51,4,2018-10-07
265,Restaurant1,2744.75,29090.25,2909.02,4159.91,36159.18,1,2018-10-08
266,Restaurant1,1358.25,15521.75,1552.18,2219.61,19293.54,3,2018-10-08
267,Restaurant1,72,528,52.8,75.5,656.3,4,2018-10-08
268,Restaurant1,537.5,15274.5,1527.45,2184.26,18986.21,1,2018-10-09
269,Restaurant1,3998,30302,3030.2,4333.19,37665.39,3,2018-10-09
270,Restaurant1,4356.75,39123.25,3912.33,5594.62,48630.2,4,2018-10-09
271,Restaurant1,1061.65,20373.35,2037.34,2913.4,25324.09,1,2018-10-10
272,Restaurant1,0,5810,581,830.83,7221.83,3,2018-10-10
273,Restaurant1,2559.5,25400.5,2540.05,3632.27,31572.82,4,2018-10-10
274,Restaurant1,2274.4,108085.6,10808.56,15456.24,134350.4,1,2018-10-11
275,Restaurant1,142.5,807.5,80.75,115.47,1003.72,3,2018-10-11
276,Restaurant1,26.25,14054.75,1405.48,2009.83,17470.06,4,2018-10-11
277,Restaurant1,7474,108421,10842.1,15504.21,134767.31,1,2018-10-12
278,Restaurant1,576.75,14158.25,1415.82,2024.63,17598.7,3,2018-10-12
279,Restaurant1,3777.5,48656.5,4865.65,6957.88,60480.03,4,2018-10-12
280,Restaurant1,1096.75,22758.25,2275.83,3254.42,28288.5,1,2018-10-13
281,Restaurant1,2316.5,48063.5,4806.35,6873.08,59742.93,3,2018-10-13
282,Restaurant1,0,5000,500,715,6215,4,2018-10-13
283,Restaurant1,1904.25,32690.75,3269.08,4674.79,40634.62,1,2018-10-14
284,Restaurant1,2073.5,22336.5,2233.65,3194.13,27764.28,3,2018-10-14
285,Restaurant1,610,3280,328,469.04,4077.04,1,2018-10-15
286,Restaurant1,2625,23625,2362.5,3378.38,29365.88,3,2018-10-15
287,Restaurant1,26.25,185957.75,18595.78,26591.96,231145.49,4,2018-10-15
288,Restaurant1,1020.5,24519.5,2451.95,3506.3,30477.75,1,2018-10-22
289,Restaurant1,798.5,23161.5,2316.15,3312.12,28789.77,1,2018-10-23
290,Restaurant1,0,4495,449.5,642.79,5587.29,3,2018-10-23
291,Restaurant1,1939.75,16210.25,1621.04,2318.07,20149.36,1,2018-10-24
292,Restaurant1,718.5,6466.5,646.65,924.71,8037.86,3,2018-10-24
293,Restaurant1,30,220,22,31.46,273.46,4,2018-10-24
294,Restaurant1,153.25,11491.75,1149.18,1643.32,14284.25,1,2018-10-25
295,Restaurant1,3300.6,33999.4,3399.94,4861.92,42261.26,3,2018-10-25
296,Restaurant1,66,4264,426.4,609.75,5300.15,4,2018-10-25
297,Restaurant1,3523.4,44700.6,4470.06,6392.21,55562.87,1,2018-10-26
298,Restaurant1,1518.8,26046.2,2604.62,3724.62,32375.44,3,2018-10-26
299,Restaurant1,60,12200,1220,1744.6,15164.6,1,2018-10-27
300,Restaurant1,0,3075,307.5,439.73,3822.23,3,2018-10-27
301,Restaurant1,0,80516,8051.6,11513.79,100081.39,4,2018-10-27
302,Restaurant1,0,13670,1367,1954.83,16991.83,1,2018-10-28
303,Restaurant1,420.5,7679.5,767.95,1098.17,9545.62,3,2018-10-28
304,Restaurant1,0,127406.72,12740.67,18219.17,158366.56,4,2018-10-28
305,Restaurant1,318,4692,469.2,670.95,5832.15,1,2018-10-29
306,Restaurant1,473,7142,714.2,1021.31,8877.51,1,2018-10-30
307,Restaurant1,971.5,14353.5,1435.35,2052.55,17841.4,3,2018-10-30
308,Restaurant1,2896.3,23703.7,2370.37,3389.63,29463.7,4,2018-10-30
309,Restaurant1,4590.1,45976.9,4597.69,6574.71,57149.3,1,2018-10-31
310,Restaurant1,1888,44302,4430.2,6335.2,55067.4,3,2018-10-31
311,Restaurant1,26.25,148.75,14.88,21.27,184.9,4,2018-10-31
312,Restaurant1,740,23855,2385.49,3411.26,29651.75,1,2018-11-01
313,Restaurant1,669,16876,1687.6,2413.27,20976.87,3,2018-11-01
314,Restaurant1,0,146280,14628,20918.04,181826.04,4,2018-11-01
315,Restaurant1,1322.55,46172.45,4617.24,6602.68,57392.37,1,2018-11-02
316,Restaurant1,7334.2,59570.8,5957.08,8518.63,74046.51,3,2018-11-02
317,Restaurant1,1612,79358,7935.8,11348.2,98642,4,2018-11-02
318,Restaurant1,4063.6,71236.4,7123.64,10186.82,88546.86,1,2018-11-03
319,Restaurant1,4032.15,42182.85,4218.28,6032.16,52433.29,3,2018-11-03
320,Restaurant1,1254,12106,1210.59,1731.16,15047.75,4,2018-11-03
321,Restaurant1,3954.25,48315.75,4831.58,6909.17,60056.5,1,2018-11-04
322,Restaurant1,2432,21913,2191.3,3133.56,27237.86,3,2018-11-04
323,Restaurant1,664,19141,1914.1,2737.16,23792.26,1,2018-11-05
324,Restaurant1,3437.2,28697.8,2869.78,4103.77,35671.35,3,2018-11-05
325,Restaurant1,1939.5,23775.5,2377.55,3399.9,29552.95,1,2018-11-06
326,Restaurant1,725.5,9914.5,991.45,1417.78,12323.73,3,2018-11-06
327,Restaurant1,635,2540,254,363.22,3157.22,4,2018-11-06
328,Restaurant1,1811,37064,3706.4,5300.17,46070.57,1,2018-11-10
329,Restaurant1,572,9678,967.8,1383.95,12029.75,3,2018-11-10
330,Restaurant1,496,11549,1154.9,1651.51,14355.41,1,2018-11-11
331,Restaurant1,0,2060,206,294.58,2560.58,3,2018-11-11
332,Restaurant1,1888.5,8951.5,895.15,1280.07,11126.72,4,2018-11-11
333,Restaurant1,820,18355,1835.5,2624.77,22815.27,1,2018-11-12
334,Restaurant1,4197,33058,3305.8,4727.29,41091.09,3,2018-11-12
335,Restaurant1,8010.45,76019.55,7601.97,10870.79,94492.31,1,2018-11-13
336,Restaurant1,1123.8,9616.2,961.62,1375.12,11952.94,3,2018-11-13
337,Restaurant1,478,2574,257.4,368.09,3199.49,4,2018-11-13
338,Restaurant1,569.5,9215.5,921.55,1317.83,11454.88,1,2018-11-14
339,Restaurant1,2159.6,20900.4,2090.04,2988.76,25979.2,3,2018-11-14
340,Restaurant1,63,462,46.2,66.06,574.26,4,2018-11-14
341,Restaurant1,380,6935,693.5,991.72,8620.22,1,2018-11-15
342,Restaurant1,104,4856,485.6,694.41,6036.01,3,2018-11-15
343,Restaurant1,36,12984,1298.4,1856.71,16139.11,4,2018-11-15
344,Restaurant1,3134.15,25382.85,2538.29,3629.74,31550.88,1,2018-11-16
345,Restaurant1,1102.8,14172.2,1417.22,2026.63,17616.05,3,2018-11-16
346,Restaurant1,1690.5,249449.5,24944.95,35671.29,310065.74,4,2018-11-16
347,Restaurant1,2049.45,26250.55,2625.06,3753.83,32629.44,1,2018-11-17
348,Restaurant1,9731.1,87868.9,8786.89,12565.25,109221.04,3,2018-11-17
349,Restaurant1,0,65132,6513.2,9313.88,80959.08,4,2018-11-17
350,Restaurant1,0,6870,687,982.42,8539.42,1,2018-11-18
351,Restaurant1,4128,37452,3745.2,5355.64,46552.84,3,2018-11-18
352,Restaurant1,2687,24183,2418.3,3458.16,30059.46,4,2018-11-18
353,Restaurant1,0,720,72,102.96,894.96,1,2018-11-19
354,Restaurant1,0,153051,15305.1,21886.29,190242.39,4,2018-11-19
355,Restaurant1,46.5,5163.5,516.35,738.39,6418.24,1,2018-11-20
356,Restaurant1,0,45710,4571,6536.54,56817.54,3,2018-11-20
357,Restaurant1,1515.75,8649.25,864.93,1236.84,10751.02,4,2018-11-20
358,Restaurant1,1547,15903,1590.3,2274.15,19767.45,1,2018-11-21
359,Restaurant1,2584,28051,2805.1,4011.3,34867.4,3,2018-11-21
